id,class,abstract
1180,D,The Turner Broadcasting System's Cartoon Network goes on the air. The Merrie Melodies short
1181,D,Pittsburgh International Airport's new facility opens in Findlay Township
1182,U,The video game Mortal Kombat is released.
1183,D,The Chief of Naval Operations adopts the US Navy's core values: Honor
1184,D,A 13-kilogram (29-pound) meteorite lands in the driveway of the Knapp residence in Peekskill
1185,U,Al Gore
1186,D,The A Bunch of Munsch episode "The Paper Bag Princess" is first broadcast on Showtime for the Showtime's Fall 1992 lineup opposite of the series debut of American Heroes & Legends
1187,U,Carole Simpson hosts the second debate of the presidential election at the University of Richmond.
1188,U,Jim Lehrer hosts the final debate of the presidential election at Michigan State University.
1189,U,Dry Tortugas National Park is established.
1190,U,The Food and Drug Administration approves Depo-Provera for use as a contraceptive in the United States.
1191,D,Governor Bill Clinton of Arkansas defeats incumbent President George H. W. Bush and businessman H. Ross Perot in the US presidential election.
1192,D,The rap-metal band Rage Against the Machine releases their self-titled debut album.
1193,U,Home Alone 2: Lost in New York is released to theaters.
1194,U,Sonic The Hedgehog 2 is released in the U.S.
1195,U,The Bodyguard
1196,U,Walt Disney Pictures' 31st feature film
1197,U,UN Security Council Resolution 794 is unanimously passed
1198,U,U.S. military forces land in Somalia.
1199,U,Lawrence Eagleburger is sworn in as the new Secretary of State
1200,D,Hip hop producer and rapper Dr. Dre releases his solo debut studio album The Chronic
1201,U,President of the United States George H. W. Bush pardons six national security officials implicated in the Iran
1202,U,First of four child deaths resulting from the Jack in the Box E. coli outbreak.
1203,U,The state of Washington executes Westley Allan Dodd by hanging (the first legal hanging in America since 1965).
1204,D,IBM announces a $4
1205,D,Iraq disarmament crisis: Iraq refuses to allow UNSCOM inspectors to use its own aircraft to fly into Iraq
1206,U,Bill Clinton is sworn in as the 42nd president of the United States
1207,U,Mir Aimal Kasi fires a rifle and kills two employees outside CIA headquarters in Langley
1208,D,General Motors Corporation sues NBC
1209,U,Janet Reno is selected by President Clinton as Attorney General of the United States.
1210,D,President Clinton delivers his first address to the 103rd Congress.
1211,U,1993 World Trade Center bombing: In New York City
1212,D,April 28
1213,D,The NFL introduces its current free agent system.
1214,D,Authorities announce the capture of suspected World Trade Center bombing conspirator Mohammad Salameh.
1215,U,Rodney King testifies at the federal trial of four Los Angeles
1216,U,Janet Reno is confirmed by the United States Senate and sworn in the next day
1217,D,The Intel Corporation ships the first Pentium chips.
1218,D,The 65th Academy Awards
1219,D,October
1220,D,The Adventures of Huck Finn
1221,U,The Kuwaiti government claims to uncover an Iraqi assassination plot against former U.S. President George H. W. Bush shortly after his visit to Kuwait. Two Iraqi nationals confess to driving a car bomb into Kuwait on behalf of the Iraqi Intelligence Service.
1222,D,A 51-day stand-off at the Branch Davidian compound near Waco
1223,U,An executive order is issued requiring the United States Air Force to allow women to fly war planes.
1224,U,The West Memphis Three are three men who
1225,U,President Bill Clinton signs the National Voter Registration Act of 1993 into federal law.
1226,U,The Montreal Canadiens win their 24th Stanley Cup
1227,U,Jurassic Park
1228,U,A Unabomber bomb injures computer scientist David Gelernter at Yale University.
1229,D,Gian Ferri kills eight and injures six before committing suicide at a law firm in San Francisco
1230,D,1993 child sexual abuse accusations against Michael Jackson: Evan Chandler institutes legal accusations against singer Michael Jackson of sexually molesting Jordan Chandler
1231,D,U.S. President Bill Clinton announces his 'Don't ask
1232,U,White House deputy counsel Vince Foster dies by suicide in Virginia.
1233,D,Windows NT 3.1
1234,U,A federal judge sentences LAPD officers Stacey Koon and Laurence Powell to 30 months in prison for violating motorist Rodney King's civil rights.
1235,D,Ruth Bader Ginsburg is sworn in as an Associate Justice of the Supreme Court.
1236,D,World Youth Day 1993 in Denver
1237,U,Bill Nye the Science Guy first airs in syndication.
1238,D,PLO leader Yasser Arafat and Israeli prime minister Yitzhak Rabin shake hands in Washington D.C.
1239,D,Animaniacs makes its debut on Fox Kids.
1240,D,The Brazilian TV host Xuxa Meneghel debuts her english program on american TV
1241,U,Big Bayou Canot rail accident: An Amtrak Sunset Limited derails on a bridge which had been damaged by a barge near Mobile
1242,U,David Miscavige announces the IRS has granted full tax exemption to the Church of Scientology International and affiliated churches and organizations
1243,D,Actor Vincent Price dies of lung cancer.
1244,U,Wildfires begin in California
1245,U,Microsoft releases Windows 3.11 for Workgroups to manufacturing.
1246,D,President Bill Clinton signs the Religious Freedom Restoration Act of 1993 into federal law.
1247,D,In a status referendum
1248,D,The first meeting of the Asia-Pacific Economic Cooperation opens in Seattle.
1249,D,TV Food Network makes its debut.
1250,U,President Clinton signs the Brady Handgun Violence Prevention Act into law
1251,U,The unemployment rate falls to 6.5%
1252,U,ProCharger
1253,U,STS-61: NASA launches the Space Shuttle Endeavour on a mission to repair an optical flaw in the Hubble Space Telescope.
1254,D,Colin Ferguson opens fire with his Ruger 9 mm pistol on a Long Island Rail Road train
1255,D,Avi Arad founds Marvel Studios.
1256,U,De'Anthony Thomas
1257,D,Brooke Greenberg
1258,U,Tyler Barnhardt
1259,U,Wil Trapp
1260,U,Morgan York
1261,D,Zyon Cavalera
1262,U,Cat Janice
1263,D,Joe Landolina
1264,U,Lewis Pullman
1265,U,Karsta Lowe
1266,U,Brandon Micheal Hall
1267,D,Taylor Dearden
1268,D,Sam Kazemian
1269,D,Jennifer Stone
1270,U,Kentavious Caldwell-Pope
1271,U,Unbridled's Song
1272,U,Patrick Johnson
1273,U,Victoria Justice
1274,U,Timmy Hill
1275,U,Nicole Gibbs
1276,D,Jenna Boyd
1277,D,Abigail Mavity
1278,U,Josh Briggs
1279,U,Peniel Shin
1280,U,Anthony Davis
1281,U,Tucker Boner
1282,U,Jarrod Alonge
1283,D,Joe Adler
1284,D,Aaron Kelly
1285,U,Dorial Green-Beckham
1286,U,Katelyn Pippy
1287,U,Hannah Marks
1288,U,Vivien Cardone
1289,U,Kent Jones
1290,U,Graham Phillips
1291,U,Ellington Ratliff
1292,U,Burnell Taylor
1293,D,Madeleine Martin
1294,D,Mirai Nagasu
1295,D,Chance The Rapper
1296,D,Alex Preston
1297,U,Spencer Fox
1298,U,Halston Sage
1299,D,Debby Ryan
1300,U,Miranda Cosgrove
1301,U,Daisy Mallory
1302,U,Caroline Zhang
1303,D,Laura Loomer
1304,U,Sam Anas
1305,D,Adam Saleh
1306,D,Swae Lee
1307,D,Amanda Leighton
1308,U,Ryan McCartan
1309,U,Sammy Watkins
1310,D,Hungrybox
1311,D,Caydee Denney
1312,D,Izzy Miller
1313,D,Lorenzo James Henrie
1314,D,Oliver Tree
1315,D,Raini Rodriguez
1316,U,Saweetie
1317,D,Ally Brooke
1318,D,Jackson Withrow
1319,U,Bret Loehr
1320,U,DeAndre Yedlin
1321,D,Aaron Durley
1322,U,Lili Simmons
1323,U,Elizabeth Gillies
1324,U,Taylor Momsen
1325,D,Nia Franklin
1326,U,Sammy Guevara
1327,U,La'Porsha Renae
1328,U,Dak Prescott
1329,U,Manika
1330,U,Thomas Rawls
1331,U,Rydel Lynch
1332,U,Alyson Stoner
1333,U,Kevin Cordes
1334,U,MK Nobilette
1335,D,Keke Palmer
1336,U,Megan Nicole
1337,D,Taylor Gray
1338,U,Brian Pillman Jr.
1339,U,Sarah Logan
1340,D,Ashley Caldwell
1341,D,Blaire White
1342,U,Metro Boomin
1343,U,Bryson DeChambeau
1344,U,Duke Johnson
1345,U,Sonya Deville
1346,U,Ben Platt
1347,D,Cameron Grimes
1348,U,Angus T. Jones
1349,U,Jourdan Miller
1350,U,Molly Quinn
1351,U,Saucy Santana
1352,U,Brandon Flynn
1353,U,Tiffany Trump
1354,U,Charlie Kirk
1355,D,Hunter King
1356,U,Josiah Jones
1357,U,Omer Adam
1358,D,Drew Gooden
1359,U,Troy Gentile
1360,D,Benito Skinner
1361,D,Taylor Tomlinson
1362,U,Steven Taylor
1363,U,Mackensie Alexander
1364,D,Pete Davidson
1365,D,Stefon Diggs
1366,D,David Lambert
1367,U,Kevon Seymour
1368,U,Drakeo the Ruler
1369,U,Amouranth
1370,U,Dylan McLaughlin
1371,U,Marques Brownlee
1372,D,Jasmine Villegas
1373,D,AnnaSophia Robb
1374,D,Joey Salads
1375,D,Jinger Vuolo
1376,U,Ali Lohan
1377,U,Meghan Trainor
1378,U,Ryan Blaney
1379,U,In Detroit
1380,D,The Superhighway Summit is held at UCLA's Royce Hall. It is the first conference to discuss the growing information superhighway and is presided over by U.S. Vice President Al Gore.
1381,U,U.S. President Bill Clinton and Russian President Boris Yeltsin sign the Kremlin accords
1382,D,The 6.5
1383,D,Record cold temperatures hit the eastern United States. The coldest temperature ever measured in Indiana state history
1384,U,In South Carolina
1385,D,U.S. President Bill Clinton delivers his first State of the Union address
1386,D,In Portland
1387,D,Green Day release their breakthrough album Dookie
1388,D,William J. Perry is sworn in as the new Secretary of Defense
1389,U,Aldrich Ames and his wife are charged with spying for the Soviet Union by the United States Department of Justice. Ames is later convicted and sentenced to life imprisonment; his wife receives five years in prison.
1390,U,United States F-16 pilots shoot down four Serbian fighter aircraft over Bosnia and Herzegovina for violation of the Operation Deny Flight and its no-fly zone.
1391,D,A lone terrorist kills Ari Halberstam during an attack on 14 Jewish students on the Brooklyn Bridge in New York City.
1392,D,Mary Ellen Withrow begins her term as Treasurer of the United States
1393,U,Campbell v. Acuff-Rose Music
1394,D,Nine Inch Nails' second studio album
1395,U,U.S. troops are withdrawn from Somalia.
1396,U,In Portland
1397,U,Serial killer Dana Sue Gray is arrested in California in connection with three murders and one attempted murder of elderly women.
1398,D,The 66th Academy Awards
1399,U,Green Ramp disaster: Two military aircraft collide over Pope Air Force Base
1400,U,A deadheading Federal Express flight engineer attempts to hijack and intentionally crash Federal Express Flight 705
1401,D,Kurt Cobain
1402,D,The heads of the major tobacco industries testify before a House subcommittee where they infamously state that tobacco is not addictive.
